Panchmahals,Ranipura,7.79,2650,1776,0,464,461,100,220,1.5,380,320,36,950,185,6.3
Panchmahals,Santrampur1,7.70,970,650,0,305,135,11,74,0.34,250,92,24,330,92,1.3
Panchmahals,Shehra,8.10,1846,1237,0,793,170,26,4,0.81,650,52,38,290,290,79.0
Panchmahals,Silwad,8.03,4900,3283,0,171,1347,110,379,0.94,140,300,312,2050,230,10.1
Panchmahals,Suliyat,7.97,1056,708,0,390,99,40,44,0.98,320,108,31,400,65,14.0
Panchmahals,Tuwa,8.14,740,496,0,366,43,5,18,0.7,300,44,19,190,90,14.1
Panchmahals,Vejalpur,7.72,2090,1400,0,586,362,21,27,1.2,480,44,86,470,265,12.5
Patan,Dharmoda,8.27,985,660,0,464,71,5,10,0.47,380,80,22,290,79,30.0
Patan,Dhinoj,7.52,1392,933,0,451,220,2,30,0.2,370,52,38,290,176,37.0
Patan,Moti chander,7.94,11450,7672,0,293,3474,17,880,0.48,240,360,552,3200,1350,26.6
Patan,Patan2,8.00,3260,2184,0,1159,461,34,21,2.8,950,48,139,700,423,86.5
Patan,Piprala,8.43,6040,4047,36,634,1276,190,531,5.6,580,220,96,950,1000,0.9
Patan,Radhanpur2,8.22,3548,2377,0,744,780,11,128,1.4,610,120,48,500,630,36.0
Patan,Sander,8.05,675,452,0,256,85,4,20,0.43,210,56,26,250,40,7.5
Patan,Santhalpur,8.57,10895,7300,120,610,3368,20,381,4.0,700,200,240,1500,2040,10.6
Patan,Shankhari,8.18,886,427,0,427,71,5,5,1.35,350,44,27,210,117,8.5
Porbandar,Adwana1,8.15,1879,1259,0,720,156,150,35,1.28,590,128,92,700,126,11.2
Porbandar,Balej,7.57,4520,3028,0,207,1349,78,69,0.15,170,248,112,1080,530,35.9
Porbandar,Bhavpura,7.55,5145,3447,0,232,1590,76,82,0.31,190,368,141,1500,510,7.4
Porbandar,Kadegi,7.94,4075,2730,0,281,1136,3,146,0.12,230,144,126,880,519,4.9
Porbandar,Khambodar,8.28,326,218,0,146,28,3,6,0.35,120,28,19,150,9,1.9
Porbandar,Kuchhadi,7.95,5194,3480,0,342,1491,27,87,0.58,280,104,95,700,839,64.1
Porbandar,Kutiyana1,7.78,5027,3368,0,390,1335,120,155,1.2,320,240,136,1160,611,45.3
Porbandar,Miyani,7.54,3097,2075,0,390,809,75,20,0.2,320,224,39,720,385,42.3
Porbandar,Navibandar,8.05,770,516,0,183,163,24,10,0.01,150,72,22,270,58,20.6
Porbandar,Oddar,7.92,7584,5081,0,415,2485,19,329,1.35,340,200,207,1350,1335,35.7
Porbandar,Palkhada,7.82,3182,2132,0,232,838,185,31,0.3,190,224,63,820,345,20.1
Porbandar,Pata,8.03,3201,2145,0,476,781,60,55,0.0,390,120,58,540,493,18.4
Porbandar,Porbandar1,8.28,1768,1185,0,293,440,10,25,0.57,240,48,39,280,271,31.2
Porbandar,Ranavav,7.78,867,581,0,207,163,37,28,0.66,170,68,32,250,98,2.0
Porbander,Adityana,7.94,681,456,0,281,85,26,29,0.95,230,36,24,190,99,1.9
Porbander,Bakharla,8.12,1889,1266,0,366,405,74,39,0.6,300,100,56,480,230,9.3
Porbander,Kandorna,7.50,4360,2921,0,232,1306,74,87,1.0,190,240,226,1120,501,3.9
Porbander,Kolikheda,8.29,1458,977,60,464,206,27,16,2.14,480,32,12,130,317,1.6
Porbander,Mochchha,7.62,3017,2021,0,171,966,11,56,0.01,140,232,83,920,307,23.4
Porbander,Mojieana,7.72,6729,4508,0,256,2237,72,209,0.46,210,460,292,2350,613,1.6
Porbander,Ratadi,7.97,4310,2888,0,439,1065,49,226,1.1,360,80,83,540,745,7.2
Porbander,Ratanpur,7.76,10790,7229,0,366,3905,1,271,0.7,300,220,292,1750,2030,41.2
Porbander,Ratia,7.71,2649,1775,0,293,682,78,40,0.76,240,128,68,600,246,148.2
Porbander,Simar,8.61,296,198,24,73,14,2,34,0.35,100,32,15,140,8,1.9
Porbander,Tukra gosa,8.39,694,465,24,159,135,22,8,0.17,170,36,24,190,68,41.3
Porbander,Visavada,7.81,5223,3499,0,195,1562,41,143,1.28,160,240,107,1040,707,47.5
Rajkot,Amar nagar,7.87,14250,9548,0,476,4864,25,25,4.2,390,360,681,3700,1700,3.5
Rajkot,Chhatar,8.04,3869,2592,0,281,895,150,286,0.75,230,176,102,860,492,2.3
Rajkot,Chordi,7.67,3360,2251,0,49,937,66,220,0.35,40,296,111,1195,215,3.2
Rajkot,Dadia,8.07,1057,708,0,293,192,10,20,0.33,240,92,2,240,140,2.8
Rajkot,Ganod,7.62,5326,3568,0,195,1477,280,169,0.35,160,448,29,2140,245,0.8
Rajkot,Gavridad,8.42,299,200,24,134,43,2,30,0.28,150,36,34,230,7,2.1
Rajkot,Hadmatia,8.05,1904,1276,0,378,241,180,156,0.37,310,140,44,530,199,4.0
Rajkot,Halenda,8.24,1675,1122,0,488,213,95,184,0.6,400,68,141,750,103,3.0
Rajkot,Jamwali,8.16,437,293,0,207,43,2,15,0.3,170,52,15,190,27,3.2
Rajkot,Jasapur,7.80,1995,1337,0,122,497,250,7,0.28,100,208,32,650,170,5.0
Rajkot,Jasdan2,7.86,2320,1554,0,146,596,27,161,0.32,120,224,19,640,240,1.0
Rajkot,Jetpur pithad.,7.50,7791,5220,0,73,2592,9,158,0.29,60,1160,12,2950,453,2.5
Rajkot,Kamlapur,7.68,4779,3202,0,122,1377,135,248,0.4,100,376,122,1490,435,2.7
Rajkot,khamta,8.09,881,590,0,268,64,61,77,0.4,220,40,24,100,157,0.8
Rajkot,Khirsara-1,7.92,1645,1102,0,207,391,13,89,0.25,170,144,5,380,208,3.1
Rajkot,Kolithad 1,8.09,1522,1020,0,37,412,68,81,0.1,30,140,0,350,188,3.4
