"SN","District","Location","pH","EC","TDS","CO3","HCO3","CI","NO3","SO4","F","Alk","Ca","Mg","TH","Na","K","Fe","SAR"
"370","Panchmahals","Malekpur1","8.20","638","427","0","281","64","11","38","0.77","230","24","32","190","84","3.7","","2.65"
"371","Panchmahals","Santroad","8.00","668","448","0","305","64","19","44","0.82","250","36","27","200","94","1.8","","2.89"
"372","Panchmahals","Gadhar","7.80","842","564","0","342","78","26","39","0.88","280","56","29","260","90","3.3","","2.43"
"373","Panchmahals","Santrampur1","8.10","957","641","0","439","99","7","30","0.85","360","40","27","210","152","1.6","","4.56"
"374","Panchmahals","Shehra","8.00","1729","1158","0","781","156","32","35","0.55","640","28","41","240","316","97.8","","8.87"
"375","Panchmahals","Chhabanpur","8.00","846","567","0","232","121","48","48","0.55","190","48","22","210","112","0.9","0.09","3.36"
"376","Panchmahals","Dhanol nani","7.80","3014","2019","0","659","298","10","74","2.70","540","20","20","130","427","5.4","","16.28"
"377","Panchmahals","Godhara uban 3","8.10","2198","1473","0","390","483","7","87","1.25","320","132","132","870","110","3.2","0.17","1.62"
"378","Panchmahals","Jambughora","8.00","1096","734","0","281","170","20","50","0,60","230","76","34","330","98","1.4","","2.35"
"379","Panchmahals","Jawan","8.00","463","310","0","134","71","10","41","0,45","110","40","17","170","43","11.6","0,00","1.43"
"380","Panchmahals","Jokha","7.80","901","604","0","451","92","4","25","1.05","370","20","34","190","158","4.6","0,09","4.98"
"381","Panchmahals","Kalol urban 2","7.80","1530","1025","0","561","156","42","40","0,95","460","44","78","430","152","0.8","0.00","3.19"
"382","Panchmahals","Khadki","7.90","1380","925","0","573","99","3","65","1.20","470","44","59","350","154","1.3","0.00","3,58"
"383","Panchmahals","Khanpur","7.80","758","508","0","293","85","40","32","0.45","240","44","27","220","96","0.5","0,00","2.81"
"384","Panchmahals","Kotha","8.00","723","484","0","293","85","9","49","0.60","240","24","22","150","125","0.4","0.00","4.44"
"385","Panchmahals","Natapur","8.00","789","529","0","325","71","32","33","2.10","266","28","29","190","112","2.0","","3.53"
"386","Panchmahals","Sarsava","8.00","622","417","0","293","43","29","31","0,55","240","36","22","180","82","1.8","2.55","2.66"
"387","Panchmahals","Suliyat","7.80","1090","730","0","244","135","66","65","0.82","200","60","29","270","113","4.9","0,06","2.99"
"388","Patan","Dharmoda1","7.56","2940","1970","0","915","496","26","1","0.00","750","80","36","350","520","40.8","","12.08"
"389","Patan","Dhinoj1","7.98","1569","1051","0","293","354","40","21","0.00","240","48","43","300","230","30.0","","5.77"
"390","Patan","Patan2","8.06","2994","2006","0","769","319","10","301","0.40","630","160","96","800","280","30.0","","4.30"
"391","Patan","Sander","8.15","595","399","0","207","57","48","9","0.13","170","28","19","150","69","6.0","","2.45"
"392","Patan","Shankhari","7.60","1053","706","0","415","149","20","17","1.03","340","24","19","140","207","9.1","","7.61"
"393","Patan","Radhanpur2","7.70","4422","2963","0","561","1204","6","55","1.17","460","140","48","530","789","31.0","","14.90"
"394","Patan","Moti chander","7.81","20800","13936","0","561","6878","11","804","0.08","460","460","648","3850","3350","35.6","","23.47"
"395","Patan","Piprala","7.86","5085","3407","0","793","1170","20","233","2.50","650","60","84","500","960","0.6","","18.67"
"396","Porbandar","Kadegi","7.50","4450","2982","0","207","1122","3","382","0.42","170","208","117","1000","540","5.5","","7.42"
"397","Porbandar","Kutiyana1","7.90","1450","972","0","134","327","29","103","0.35","110","64","29","280","197","17.1","","5.12"
"398","Porbandar","Adwana1","8.00","1334","894","0","378","199","74","11","0.15","310","56","63","400","122","1.3","","2.65"
"399","Porbandar","Balej","7.40","5226","3501","0","256","1392","80","347","0.18","210","296","78","1060","720","24.2","","9.62"
"400","Porbandar","Bhavpura","7.60","5106","3421","0","256","1619","76","14","0.25","210","344","121","1360","570","10.2","","6.72"
"401","Porbandar","Khambodar","8.00","2520","1688","0","476","497","28","93","0.94","390","120","49","500","332","19.1","","6.46"
"402","Porbandar","Kuchhadi","7.50","5490","3678","0","268","1250","32","610","0.55","220","104","92","640","933","68.3","2.40","16.03"
"403","Porbandar","Miyani","7.70","3824","2562","0","268","1008","42","188","0.20","220","184","15","520","630","35.5","","12.01"
"404","Porbandar","Navibandar","7.60","3990","2673","0","220","980","37","328","0.60","180","144","44","540","650","33.9","","12.16"
"405","Porbandar","Oddar","7.90","6066","4064","0","439","1775","29","506","1.36","360","140","219","1250","1012","34.1","","12.45"
"406","Porbandar","Palkhada","7.20","5300","3551","0","207","1392","440","275","0.10","170","424","102","1480","607","39.4","","6.86"
"407","Porbandar","Pata","8.20","3392","2273","0","500","866","60","92","0.05","410","168","44","600","548","18.7","","9.73"
"408","Porbandar","Porbandar1","8.10","1910","1280","0","415","376","14","35","0.55","340","44","32","240","316","28.3","","8.87"
"409","Porbandar","Hanumangadh","8.00","1874","1256","0","293","391","35","76","0.78","240","84","24","310","275","22.3","","6.79"
"410","Porbandar","Ranavav","8.20","1112","745","0","281","199","42","3","0.54","230","68","24","270","130","2.4","","3.44"
"411","Porbander","Adityana","8.20","760","509","0","183","107","37","40","0.65","150","44","17","180","90","2.8","","2.92"
"412","Porbander","Babda","8.00","2116","1418","0","366","469","8","77","0.35","300","52","39","290","353","2.7","","9.01"
"413","Porbander","Bakharla","7.80","2295","1538","0","354","440","70","143","0.55","290","128","58","560","260","9.5","","4.78"
"414","Porbander","Bhod","8.20","855","573","0","268","114","30","25","0.50","220","88","15","280","71","2.2","","1.84"
"415","Porbander","Galodar","8.10","960","643","0","329","114","35","17","0.24","270","68","41","340","64","0.6","","1.51"
"416","Porbander","Kalej","7.50","8500","5695","0","73","2911","98","239","0.35","60","94","340","3750","367","4.8","","2.61"
"417","Porbander","Kevadra","8.20","1010","677","0","415","92","6","46","0.65","340","96","39","400","58","7.5","","1.26"
"418","Porbander","Kolikheda","8.20","2000","1340","0","305","497","60","78","2.10","250","16","22","130","444","1.5","","16.93"
"419","Porbander","Lamba","7.50","3870","2593","0","329","923","105","247","0.47","270","288","107","1160","355","2.3","","4.53"
"420","Porbander","Mocha","7.90","2224","1490","0","195","611","14","45","0.15","160","192","54","700","180","18.6","","2.96"
"421","Porbander","Mojiwana","7.50","6375","4271","0","281","2024","60","79","0.56","230","320","365","2300","439","1.2","","3.98"
"422","Porbander","Patla","8.10","806","540","0","281","107","40","7","0.33","230","56","27","250","80","1.1","0.85","2.20"
"423","Porbander","Rana Kandona","7.50","4424","2964","0","220","1321","120","41","0.80","180","296","92","1120","501","2.6","","6.51"
"424","Porbander","Ratadi","7.70","4801","3217","0","378","1250","64","274","0.70","310","120","63","560","862","9.8","","15.84"
"425","Porbander","Ratanpur","7.70","8004","5363","0","342","2166","5","570","0.47","280","200","121","1000","1368","29.8","","18.81"
"426","Porbander","Ratia","7.80","2454","1644","0","329","554","70","70","0.35","270","128","44","500","290","79.0","","5.64"
"427","Porbander","Shepa","8.00","1250","838","0","305","185","44","46","0.68","250","84","36","360","110","17.2","","2.52"
"428","Porbander","Simar","8.00","1705","1142","0","281","383","31","45","0.20","230","96","27","350","230","1.9","","5.35"
"429","Porbander","Tukra","7.50","2194","1470","0","268","454","7","99","0.23","220","48","34","260","330","79.9","","8.90"
"430","Porbander","Visavada","7.70","2965","1987","0","281","696","13","182","1.00","230","104","49","460","445","40.4","","9.02"
"431","Rajkot","Bhada jodiya","8.10","1390","931","0","512","156","29","41","0.75","420","32","24","180","244","1.9","","7.91"
"432","Rajkot","Dhoraji","8.00","1336","895","0","232","249","42","79","0.00","190","96","66","510","70","2.9","","1.35"
"433","Rajkot","Patanvav","8.20","694","465","0","342","71","6","6","0.35","280","88","12","270","57","17.3","","1.51"
"434","Rajkot","Chordi","7.80","980","657","0","134","149","92","52","0.10","110","68","29","290","74","0.0","","1.89"
"435","Rajkot","Dadia","8.10","651","436","0","244","50","58","14","0.25","200","60","22","240","43","0.0","0.00","1.21"
"436","Rajkot","Jamwali","7.90","513","344","0","171","78","1","17","0.00","140","40","17","170","46","2.3","","1.53"
"437","Rajkot","Kalithad","7.90","354","237","0","159","36","5","25","0.50","130","28","24","170","20","2.3","","0.67"
"438","Rajkot","Mota dadwa","7.90","2034","1363","0","220","398","96","160","0.35","180","132","78","650","158","3.3","","2.69"
"439","Rajkot","Ribda","8.20","731","490","0","342","64","16","37","0.00","280","60","32","280","66","1.1","","1.71"
"440","Rajkot","Jasapur","8.20","1060","710","0","183","142","88","63","0.05","150","64","39","320","78","0.3","","1.90"
"441","Rajkot","Jasdan2","8.10","1209","810","0","244","199","19","85","0.10","200","120","7","330","119","2.0","","2.85"
"442","Rajkot","Kamlapur","7.90","4154","2783","0","61","1243","152","88","0.35","50","460","49","1350","318","4.5","","3.76"
"443","Rajkot","Lalavadar","8.00","796","533","0","293","64","64","26","0.45","240","64","32","290","56","1.7","","1.43"
"444","Rajkot","Vinchhia","7.90","606","406","0","281","71","5","25","0.40","230","40","24","200","75","1.5","","2.31"
"445","Rajkot","Viranagar","8.00","2458","1647","0","512","511","78","89","0.60","420","60","127","670","293","0.7","","4.92"
"446","Rajkot","Jetpur pithad.","7.90","3743","2508","0","183","959","72","340","0.00","150","420","146","1650","130","0.2","","1.39"
"447","Rajkot","Motagundala","8.10","757","507","0","244","128","2","15","0.65","200","44","22","200","93","0.1","","2.86"
"448","Rajkot","Pedhla","8.10","6108","4092","0","220","1846","60","112","1.70","180","260","159","1300","776","1.6","","9.36"
"449","Rajkot","Umrali","8.10","1400","938","0","342","192","110","52","0.45","280","116","41","460","110","2.3","","2.23"
"450","Rajkot","Virpur1","8.20","632","423","0","171","121","5","7","0.00","140","40","24","200","57","3.3","","1.75"
"451","Rajkot","Lodhika1","8.10","189","127","0","37","43","8","9","0.00","30","8","5","40","31","0.3","","2.13"
"452","Rajkot","Malia","8.00","1667","1117","0","366","234","3","172","1.60","300","44","22","200","285","4.3","","8.76"
"453","Rajkot","Mota dhansura","8.00","1257","842","0","220","234","1","66","0.65","180","52","27","240","159","8.0","","4.46"
"454","Rajkot","Sarvad","8.10","1301","872","0","488","199","5","32","0.75","400","52","17","200","241","10.5","","7.41"
"455","Rajkot","Amar nagar","8.00","14530","9735","0","342","4864","20","588","4.75","280","360","659","3600","1964","3.0","","14.23"
"456","Rajkot","Macchukunda","8.00","1521","1019","0","329","241","20","153","0.50","270","64","54","380","189","9.2","0.01","4.22"
"457","Rajkot","Modpar1","8.20","11200","7504","0","244","3550","7","1170","0.00","200","300","366","2250","1953","18.7","","17.90"
"458","Rajkot","Morvi","8.10","2690","1802","0","476","398","22","332","1.80","390","72","76","490","385","3.7","","7.56"
"459","Rajkot","Nichi mandal","8.20","1519","1018","0","317","241","21","106","0.65","260","60","54","370","167","9.4","","3.77"
"460","Rajkot","Khamta","8.20","1124","753","0","220","156","8","92","0.35","180","52","29","250","118","5.3","","3.24"
"461","Rajkot","Movaiya","8.00","3389","2271","0","476","781","230","90","1.60","390","100","61","500","593","2.3","","11.53"
"462","Rajkot","Padadhari","8.00","1130","757","0","293","178","10","37","0.05","240","52","41","300","111","4.2","","2.79"
"463","Rajkot","Targhari","8.20","1142","765","0","281","178","11","31","0.40","230","48","41","290","109","4.4","","2.78"
"464","Rajkot","Gavridad","8.00","366","245","0","98","36","3","54","0.00","80","32","15","140","23","2.5","","0.85"
"465","Rajkot","Halenda","8.00","1723","1154","0","476","263","66","53","0.35","390","76","95","580","136","3.2","","2.46"
"466","Rajkot","Rajkot1","7.90","1108","742","0","476","114","21","13","0.15","390","108","29","390","89","7.9","","1.96"
"467","Rajkot","Ranpur1","8.00","1176","788","0","268","220","15","41","0.25","220","72","34","320","124","8.6","","3.01"
"468","Rajkot","Sardhar1","8.00","2198","1473","0","744","277","14","87","0.15","610","80","59","440","307","7.8","0.08","6.36"
"469","Rajkot","Chhatar","8.00","1563","1047","0","256","305","35","69","0.70","210","92","61","480","123","0.1","","2.44"
"470","Rajkot","Hadmatia","8.20","2657","1780","0","500","383","23","275","1.40","410","80","73","500","352","3.5","0.00","6.84"
"471","Rajkot","Kalyanpur2","7.80","1409","944","0","464","178","9","49","0.95","380","32","54","300","182","2.7","","4.57"
"472","Rajkot","Lajai","8.10","2952","1978","0","354","675","31","239","2.25","290","88","68","500","476","2.3","","9.26"
"473","Rajkot","Ganod","8.10","6631","4443","0","354","1953","68","235","2.00","290","280","134","1250","982","1.2","","12.08"
"474","Rajkot","Upleta2","8.00","2204","1477","0","683","284","70","66","3.40","560","20","32","180","423","0.6","","13.71"
"475","Rajkot","Bhalgam","7.90","1251","838","0","415","163","5","38","0.75","340","84","32","340","128","1.4","0.06","3.02"
"476","Rajkot","Sindhavadar","8.20","1553","1041","0","366","277","60","78","1.10","300","44","46","300","243","0.1","","6.10"
"477","Rajkot","Wankaner-1","8.10","14900","9983","0","415","4828","21","227","4.50","340","360","671","3650","1772","3.2","","12.75"
"478","Rajkot","Bhadragarh","7.68","1675","1122","0","354","234","5","185","2.60","290","44","29","230","275","4.1","","7.88"
"479","Sabarkantha","Boral","7.80","2890","1936","0","512","646","145","94","0.55","420","120","78","620","432","0.8","","7.54"
"480","Sabarkantha","Bhiloda2","8.06","1412","946","0","256","192","32","96","0.60","210","76","44","370","111","2.0","","2.51"
"481","Sabarkantha","Punasan","7.65","841","563","0","232","85","50","35","0.40","190","56","19","220","78","0.4","","2.29"
"482","Sabarkantha","Shamlaji","7.90","752","504","0","317","78","1","23","0.45","260","52","24","230","77","2.2","0.00","2.21"
"483","Sabarkantha","Takatuka","7.85","2149","1440","0","354","391","70","76","1.00","290","60","68","430","256","1.3","0.25","5.37"
"484","Sabarkantha","Dhansura","7.80","1154","773","0","451","92","48","36","0.75","370","40","46","290","133","0.2","","3.40"
"485","Sabarkantha","Karanpur","7.90","704","472","0","281","85","38","23","0.75","230","36","17","160","114","0.0","","3.92"
"486","Sabarkantha","Gadha1","7.80","2586","1733","0","353","433","80","160","2.14","289","92","44","410","338","2.6","","7.26"
"487","Sabarkantha","Virpur2","7.90","701","470","0","244","43","40","60","0.80","200","72","19","260","45","2.0","0.01","1.21"
"488","Sabarkantha","Bhadreshwar1","8.00","2302","1542","0","524","298","45","186","1.10","430","76","61","440","298","2.4","0.00","6.18"
"489","Sabarkantha","Revas","7.90","1805","1209","0","281","227","190","54","0.95","230","140","58","580","86","1.2","","1.55"
"490","Sabarkantha","Khedbramha","7.90","3671","2460","0","171","994","160","90","0,85","140","380","97","1350","200","2.6","0.08","2.37"
"491","Sabarkantha","Matoda","8.20","2146","1438","0","220","369","155","120","0.45","180","160","73","700","119","23.5","","1.96"
"492","Sabarkantha","Silwad","8.20","4571","3063","0","342","1243","120","101","1.15","280","220","170","1250","465","10.3","","5.72"
"493","Sabarkantha","Meghraj","7.82","720","482","0","244","57","1","10","0.35","200","44","22","200","43","3.9","0.14","1.32"
"494","Sabarkantha","Seenawad","8.00","1379","924","0","268","163","85","55","0.77","220","80","48","400","83","7.9","","1.80"
"495","Sabarkantha","Harsol1","7.90","1486","996","0","634","99","60","69","2.30","520","48","53","340","206","1.0","","4.86"
"496","Sabarkantha","Choriwad","8.00","2174","1457","0","244","348","200","125","0.90","200","252","48","830","74","2.5","","1.12"
"497","Sabarkantha","Wadali","8.10","1893","1268","0","256","256","180","130","1.22","210","148","41","540","147","6.3","","2.75"
"498","Sabarkantha","Atarsumba","7.90","1081","724","0","232","114","45","48","0.30","190","80","22","290","69","3.0","0.00","1.76"
"499","Sabarkantha","Alwakampa","7.90","1196","801","0","439","170","46","23","0.55","360","24","66","330","154","0.2","0.00","3.69"
"500","Sabarkantha","Boriya","7.90","3413","2287","0","207","888","150","161","0.50","170","200","73","800","427","1.0","0.10","6.56"
"501","Sabarkantha","Chandav","8.00","1298","870","0","329","142","65","82","1.30","270","104","32","390","103","7.3","0.08","2.27"
"502","Sabarkantha","Gadada","7.78","1803","1208","0","256","270","145","168","1.20","210","64","90","530","166","2.1","0.08","3.14"
"503","Sabarkantha","Kesharpur Idar","8.10","1684","1128","0","207","249","140","72","0.70","170","172","24","530","85","2.4","0.11","1.61"
"504","Sabarkantha","Kesharpur Talod","7.80","1440","965","0","488","128","80","24","2.80","400","28","34","210","216","1.2","0.00","6.48"
"505","Sabarkantha","Kherwada","7.70","867","581","0","256","121","0","28","0.25","210","56","29","260","70","1.5","0.27","1.89"
"506","Sabarkantha","Malpur","8.00","702","470","0","268","57","70","23","1.00","220","44","29","230","71","0.0","0.00","2.04"
"507","Sabarkantha","Medasana","8.10","1233","826","0","268","163","55","96","0.85","220","60","39","310","133","1.2","0.20","3.28"
"508","Sabarkantha","Sabalwad","8.10","1081","724","0","342","92","60","69","3.50","280","100","24","350","88","2.0","0.78","2.05"
"509","Sabarkantha","Umedpur","7.80","1869","1252","0","525","227","100","32","1.37","430","36","73","390","222","0,6","","4.89"
"510","Surat","Allu","7.91","680","456","0","305","28","9","137","1.17","250","48","46","310","61","0.2","","1.51"
"511","Surat","Sarbhon","7.65","1210","811","0","317","170","9","145","0.94","260","32","50","290","172","3.0","0.11","4.39"
"512","Surat","Ten-bardoli","7.70","870","583","0","366","50","3","67","0.43","300","40","43","280","76","2.1","0.08","1,97"
"513","Surat","Sachin town","7.61","1847","1237","0","317","454","4","84","0.36","260","88","91","600","184","3.2","","3.27"
"514","Surat","Sultanabad","7.68","1074","720","0","451","128","28","37","0.20","370","44","60","360","117","24.0","","2.68"
"515","Surat","Kathor","7.56","1440","965","0","525","156","22","87","0.45","430","44","82","450","144","1.3","0.02","2.95"
"516","Surat","Kasal","8.00","792","531","0","268","85","23","60","0.20","220","80","38","360","29","0.3","","0.66"
"517","Surat","Malda","7.61","774","519","0","390","43","12","49","0.42","320","100","26","360","38","3.0","","0.87"
"518","Surat","Mandvi2","7.70","1184","793","0","281","156","125","81","0.40","230","88","55","450","87","0.3","0.02","1.78"
"519","Surat","Ushker","7.89","890","596","0","329","71","25","56","0.33","270","64","34","300","69","1.9","","1.73"
"520","Surat","Dungri","7.81","1600","1072","0","671","142","25","35","0.88","550","128","34","460","162","4.7","0.10","3.28"
"521","Surat","Gangtha","7.85","1200","804","0","512","71","33","87","0.40","420","80","65","470","78","7.3","0.20","1.56"
"522","Surat","Pankheda","7.78","680","456","0","305","57","34","22","0.50","250","68","36","320","29","0.3","0.04","0.70"
"523","Surat","Olpad2","7.50","1770","1186","0","659","206","40","20","1.17","540","32","46","270","252","66.3","","6,67"
"524","Surat","Wadoli","7.81","2650","1776","0","134","745","4","191","0.80","110","120","144","900","220","2.7","","3.19"
"525","Surat","Kadodra","7.91","846","567","0","342","71","6","97","0.18","280","64","31","290","91","1.0","0.00","2.32"
"526","Surat","Palsana","7.90","975","653","0","342","121","3","84","0.10","280","52","36","280","121","8.6","0.00","3.14"
"527","Surat","Bhurvel (ukai)","7.90","2316","1552","0","403","567","8","5","0.30","330","124","46","500","297","11.0","","5.77"
"528","Surat","Jesingpura[sg]","7.50","744","498","0","451","21","3","6","0.13","370","80","41","370","18","0.8","","0.41"
"529","Surat","Surat1","7.62","680","456","0","317","64","5","37","0.22","260","60","29","270","57","4.3","","1.51"
"530","Surat","Tawali","7.70","700","469","0","281","57","28","73","0.15","230","72","41","350","28","1.2","","0,65"
"531","Surat","Uchchhal1","7.61","790","529","0","305","64","50","60","0.20","250","72","48","380","30","0.5","","0,67"
"532","Surat","Chavada","7.90","430","288","0","183","43","19","11","0.20","150","40","24","200","18","0.3","","0.55"
"533","Surat","Bedchit","7.62","1384","927","0","390","206","23","108","0.78","320","60","91","530","100","0.3","0.00","1.89"
"534","Surat","Karanjvel","7.82","400","268","0","232","21","26","42","0.34","190","60","22","240","21","2.0","0,08","0.59"
"535","Surat","Vyara1","7.50","390","261","0","183","28","3","16","0.20","150","40","17","170","18","2.3","","0.60"
"536","Surat","Bhatkol","7.60","898","602","0","354","85","5","55","1.05","290","80","14","260","99","1.2","0.00","2.67"
"537","Surat","Chapawadi","7.82","490","328","0","220","28","4","54","0.22","180","60","24","250","14","0.4","0,08","0.38"
"538","Surat","Digas","7.62","1200","804","0","598","43","36","35","0.92","490","32","53","300","147","0.5","0.00","3,69"
"539","Surat","Gangadhara","7.98","2973","1992","0","854","525","55","31","0.75","700","40","108","550","450","0.5","0.00","8.34"
"540","Surat","Kalkui","7.50","400","268","0","232","7","3","75","0.38","190","48","26","230","24","0.4","0.02","0.69"
"541","Surat","Kherwara","7.98","684","458","0","256","71","18","43","0.45","210","68","31","300","33","0.6","0.02","0.83"
"542","Surat","Madvi","7.91","1090","730","0","488","85","15","56","0.77","400","48","67","400","89","1.3","","1.93"
"543","Surat","Mota","7.42","2447","1639","0","488","546","27","27","0.95","400","60","72","450","360","1.8","0.02","7.38"
"544","Surat","Moti Sarkui","7.68","560","375","0","244","43","24","44","0.48","200","52","29","250","36","0.4","0.00","0.99"
"545","Surat","Moticher","7.90","480","322","0","195","28","38","54","0.22","160","64","19","240","22","1.0","","0.62"
"546","Surat","Nana Palvi","7.40","2250","1508","0","549","468","10","23","0.75","450","80","70","490","305","12.0","0.02","5.99"
"547","Surat","Paneshwar","7.68","1536","1029","0","171","354","38","111","0.20","140","148","65","640","70","0.4","0.04","1.20"
"548","Surat","Sayon","7.55","1690","1132","0","403","333","21","89","0.50","330","84","84","560","164","1.5","0.00","3.01"
"549","Surat","Vadoli","7.92","1000","670","0","451","64","2","120","1.40","370","44","62","370","102","0.2","","2.31"
"550","Surat","Vaheval","7.92","630","422","0","244","64","20","101","0.30","200","76","36","340","34","1.4","0.03","0.80"
"551","Surendranagar","Bamanbor","8.00","1028","689","0","256","114","72","63","0.55","210","100","24","350","68","1.4","0.00","1.58"
"552","Surendranagar","Vanala","8.00","1310","878","0","293","135","3","187","0.60","240","48","27","230","185","4.2","","5.30"
"553","Surendranagar","Bajana","7.90","553","371","0","232","64","7","17","0.50","190","28","20","150","72","7.0","0.06","2.56"
"554","Surendranagar","Jhinjhuwada","8.00","549","368","0","207","85","9","10","0.80","170","32","17","150","74","6.2","0.01","2.63"
"555","Surendranagar","Dhrangadhra2","8.20","3684","2468","0","207","1172","20","12","1.50","170","180","85","800","495","2.9","","7.61"
"556","Surendranagar","Rajsitapur","8.20","552","370","0","270","85","11","14","1.25","221","28","12","120","115","5.1","0.02","4.56"
"557","Surendranagar","Ratanpur1","8.20","2624","1758","0","317","611","35","157","3.60","260","80","75","510","379","2.3","0.00","7.30"
"558","Surendranagar","Halvad2","8.20","2874","1926","0","378","653","13","35","1.60","310","128","54","550","342","18.0","","6.34"
